Date &Time [DD-MM-YYYY/HH:MM:SS],Phase,Barometric pressure [hPa],Salinity [â],CH1 O2 input [phase],CH1 temp (∞C),CH1 O2 [mgO2/L],CH2 O2 input [phase],CH2 temp (∞C),CH2 O2 [mgO2/L],CH3 O2 input [phase],CH3 temp (∞C),CH3 O2 [mgO2/L],CH4 O2 input [V],CH4 temp (∞C),CH4 O2 [mgO2/L],CH5 O2 input [V],CH5 temp (∞C),CH5 O2 [mgO2/L],CH6 O2 input [V],CH6 temp (∞C),CH6 O2 [mgO2/L],CH7 O2 input [V],CH7 temp (∞C),CH7 O2 [mgO2/L],CH8 O2 input [V],CH8 temp (∞C),CH8 O2 [mgO2/L],CH1 Velocity input [V],CH1 Velocity [cm/s],CH5 Velocity input [V],CH5 Velocity [cm/s],AMB temp N∞1 input [V],AMB temp N∞1 [∞C],AMB temp N∞1 relay,AMB temp N∞2 input [V],AMB temp N∞2 [∞C],AMB temp N∞2 relay,AMB O2 N∞1 input (V),AMB O2 N∞1 temp (∞C),AMB O2 N∞1 [mgO2/L],AMB O2 N∞1 relay,AMB O2 N∞2 input (V),AMB O2 N∞2 temp (∞C),AMB O2 N∞2 [mgO2/L],AMB O2 N∞2 relay,User event
2024-08-26/4:40:20 PM,M3   ,1013,0,29.6112,9.38,11.55,29.9912,9.38,11.49,29.85,9.38,11.51,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,NaN,NaN,NaN,9.38,9.38,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:21 PM,M3   ,1013,0,29.6238,9.38,11.53,29.9988,9.38,11.48,29.85,9.38,11.51,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,NaN,NaN,NaN,9.38,9.38,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:22 PM,M3   ,1013,0,29.6462,9.38,11.51,29.99,9.38,11.49,29.8475,9.38,11.52,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,NaN,NaN,NaN,9.38,9.38,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:23 PM,M3   ,1013,0,29.6212,9.38,11.54,29.9887,9.38,11.5,29.8362,9.38,11.53,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,NaN,NaN,NaN,9.38,9.38,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:24 PM,M3   ,1013,0,29.6288,9.38,11.53,29.9825,9.38,11.5,29.8762,9.38,11.49,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,NaN,NaN,NaN,9.38,9.38,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:25 PM,M3   ,1013,0,29.6225,9.38,11.54,30.0025,9.38,11.48,29.8488,9.38,11.51,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,NaN,NaN,NaN,9.38,9.38,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:26 PM,M3   ,1013,0,29.64,9.38,11.52,30.0175,9.38,11.47,29.8388,9.38,11.52,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,NaN,NaN,NaN,9.38,9.38,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:27 PM,M3   ,1013,0,29.6388,9.38,11.52,30.0012,9.38,11.48,29.8312,9.38,11.53,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,NaN,NaN,NaN,9.38,9.38,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:28 PM,M3   ,1013,0,29.6325,9.38,11.52,30.0088,9.38,11.47,29.8425,9.38,11.52,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,NaN,NaN,NaN,9.38,9.38,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:29 PM,M3   ,1013,0,29.6487,9.38,11.51,30,9.38,11.48,29.8588,9.38,11.5,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,NaN,NaN,NaN,9.38,9.38,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:30 PM,M3   ,1013,0,29.6388,9.38,11.52,30.0012,9.38,11.48,29.8463,9.38,11.52,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,NaN,NaN,NaN,9.38,9.38,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:31 PM,M3   ,1013,0,29.63,9.38,11.53,30.01,9.38,11.47,29.8263,9.38,11.54,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,NaN,NaN,NaN,9.38,9.38,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:32 PM,M3   ,1013,0,29.6275,9.38,11.53,30.0088,9.38,11.47,29.8675,9.38,11.5,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,NaN,NaN,NaN,9.38,9.38,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:33 PM,M3   ,1013,0,29.6125,9.38,11.55,30.0012,9.38,11.48,29.8475,9.38,11.52,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,NaN,NaN,NaN,9.38,9.38,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:34 PM,M3   ,1013,0,29.6337,9.38,11.52,30.01,9.38,11.47,29.835,9.38,11.53,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,NaN,NaN,NaN,9.38,9.38,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:35 PM,M3   ,1013,0,29.6588,9.38,11.5,30.0088,9.38,11.47,29.865,9.38,11.5,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,NaN,NaN,NaN,9.38,9.38,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:36 PM,M3   ,1013,0,29.6475,9.38,11.51,30.0025,9.38,11.48,29.8312,9.38,11.53,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,NaN,NaN,NaN,9.3788,9.38,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:37 PM,M3   ,1013,0,29.6312,9.37,11.53,30.0125,9.37,11.48,29.8362,9.37,11.53,NaN,9.37,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,NaN,NaN,NaN,9.37,9.37,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:38 PM,M3   ,1013,0,29.6425,9.37,11.52,29.965,9.37,11.52,29.815,9.37,11.55,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,NaN,NaN,NaN,9.37,9.37,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:39 PM,M3   ,1013,0,29.6588,9.37,11.5,30.0025,9.37,11.49,29.8513,9.37,11.52,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,NaN,NaN,NaN,9.37,9.37,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:40 PM,M3   ,1013,0,29.6425,9.37,11.52,30.0212,9.37,11.47,29.8562,9.37,11.51,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,NaN,NaN,NaN,9.37,9.37,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:41 PM,M3   ,1013,0,29.5937,9.37,11.57,30.0275,9.37,11.46,29.835,9.37,11.53,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,NaN,NaN,NaN,9.3712,9.37,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:42 PM,M3   ,1013,0,29.6238,9.38,11.53,30.0088,9.38,11.47,29.8663,9.38,11.5,NaN,9.38,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,NaN,NaN,NaN,9.38,9.38,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:43 PM,M3   ,1013,0,29.6537,9.38,11.5,30.0012,9.38,11.48,29.8388,9.38,11.52,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,NaN,NaN,NaN,9.38,9.38,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:44 PM,M3   ,1013,0,29.6713,9.38,11.48,30.01,9.38,11.47,29.8312,9.38,11.53,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,NaN,NaN,NaN,9.38,9.38,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:45 PM,M3   ,1013,0,29.6163,9.38,11.54,30.0113,9.38,11.47,29.84,9.38,11.52,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,NaN,NaN,NaN,9.38,9.38,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:46 PM,M3   ,1013,0,29.6562,9.38,11.5,30.015,9.38,11.47,29.8412,9.38,11.52,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,NaN,NaN,NaN,9.38,9.38,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:47 PM,M3   ,1013,0,29.63,9.38,11.53,29.98,9.38,11.5,29.8488,9.38,11.51,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,NaN,NaN,NaN,9.38,9.38,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:48 PM,M3   ,1013,0,29.6275,9.38,11.53,29.9825,9.38,11.5,29.8375,9.38,11.53,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,NaN,NaN,NaN,9.38,9.38,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:49 PM,M3   ,1013,0,29.6137,9.38,11.54,29.9975,9.38,11.49,29.8238,9.38,11.54,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,NaN,NaN,NaN,9.38,9.38,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:50 PM,M3   ,1013,0,29.6412,9.38,11.52,29.985,9.38,11.5,29.85,9.38,11.51,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,NaN,NaN,NaN,9.3788,9.38,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:51 PM,M3   ,1013,0,29.6512,9.37,11.51,30.0188,9.37,11.47,29.8488,9.37,11.52,NaN,9.37,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,9.38,NaN,NaN,NaN,NaN,NaN,9.37,9.37,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:52 PM,M3   ,1013,0,29.6562,9.37,11.51,30.0113,9.37,11.48,29.8412,9.37,11.53,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,NaN,NaN,NaN,9.37,9.37,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:53 PM,M3   ,1013,0,29.6325,9.37,11.53,30.0162,9.37,11.47,29.8513,9.37,11.52,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,NaN,NaN,NaN,9.37,9.37,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:54 PM,M3   ,1013,0,29.65,9.37,11.51,29.9875,9.37,11.5,29.8575,9.37,11.51,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,NaN,NaN,NaN,9.37,9.37,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:55 PM,M3   ,1013,0,29.6475,9.37,11.51,29.9725,9.37,11.52,29.8388,9.37,11.53,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,NaN,NaN,NaN,9.37,9.37,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:56 PM,M3   ,1013,0,29.6275,9.37,11.53,29.99,9.37,11.5,29.83,9.37,11.54,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,NaN,NaN,NaN,9.37,9.37,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:57 PM,M3   ,1013,0,29.6125,9.37,11.55,29.9925,9.37,11.5,29.8287,9.37,11.54,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,NaN,NaN,NaN,9.37,9.37,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:58 PM,M3   ,1013,0,29.6363,9.37,11.53,30.0075,9.37,11.48,29.825,9.37,11.54,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,NaN,NaN,NaN,9.37,9.37,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:40:59 PM,M3   ,1013,0,29.675,9.37,11.49,29.9937,9.37,11.5,29.8575,9.37,11.51,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,NaN,NaN,NaN,9.37,9.37,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:41:00 PM,M3   ,1013,0,29.645,9.37,11.52,30.0162,9.37,11.47,29.8412,9.37,11.53,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,NaN,NaN,NaN,9.37,9.37,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:41:01 PM,M3   ,1013,0,29.6713,9.37,11.49,29.9925,9.37,11.5,29.8463,9.37,11.52,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,NaN,NaN,NaN,9.37,9.37,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:41:02 PM,M3   ,1013,0,29.6163,9.37,11.55,30.0088,9.37,11.48,29.8238,9.37,11.55,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,NaN,NaN,NaN,9.37,9.37,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:41:03 PM,M3   ,1013,0,29.6562,9.37,11.51,30.0012,9.37,11.49,29.8513,9.37,11.52,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,NaN,NaN,NaN,9.37,9.37,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:41:04 PM,M3   ,1013,0,29.6288,9.37,11.53,30.0113,9.37,11.48,29.8588,9.37,11.51,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,NaN,NaN,NaN,9.37,9.37,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:41:05 PM,M3   ,1013,0,29.6225,9.37,11.54,30.0162,9.37,11.47,29.8488,9.37,11.52,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,NaN,NaN,NaN,9.37,9.37,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:41:06 PM,M3   ,1013,0,29.64,9.37,11.52,29.9925,9.37,11.5,29.8412,9.37,11.53,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,NaN,NaN,NaN,9.37,9.37,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:41:07 PM,M3   ,1013,0,29.6425,9.37,11.52,30.0125,9.37,11.48,29.8513,9.37,11.52,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,NaN,NaN,NaN,9.37,9.37,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:41:08 PM,M3   ,1013,0,29.655,9.37,11.51,30.0275,9.37,11.46,29.8588,9.37,11.51,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,NaN,NaN,NaN,9.37,9.37,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:41:09 PM,M3   ,1013,0,29.6225,9.37,11.54,30.0113,9.37,11.48,29.8513,9.37,11.52,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,NaN,NaN,NaN,9.37,9.37,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:41:10 PM,M3   ,1013,0,29.6438,9.37,11.52,30.02,9.37,11.47,29.8575,9.37,11.51,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,NaN,NaN,NaN,9.37,9.37,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:41:11 PM,M3   ,1013,0,29.6688,9.37,11.49,30.02,9.37,11.47,29.8412,9.37,11.53,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,NaN,NaN,NaN,9.3687,9.37,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:41:12 PM,M3   ,1013,0,29.6625,9.36,11.5,30.0188,9.36,11.47,29.8488,9.36,11.52,NaN,9.36,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,NaN,NaN,NaN,9.3613,9.36,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:41:13 PM,M3   ,1013,0,29.6737,9.37,11.49,30.01,9.37,11.48,29.84,9.37,11.53,NaN,9.37,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,NaN,NaN,NaN,9.37,9.37,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:41:14 PM,M3   ,1013,0,29.6312,9.37,11.53,30.0075,9.37,11.48,29.84,9.37,11.53,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,NaN,NaN,NaN,9.37,9.37,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:41:15 PM,M3   ,1013,0,29.6412,9.37,11.52,29.9925,9.37,11.5,29.84,9.37,11.53,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,NaN,NaN,NaN,9.3687,9.37,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:41:16 PM,M3   ,1013,0,29.65,9.36,11.52,30.0075,9.36,11.49,29.8437,9.36,11.53,NaN,9.36,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,9.37,NaN,NaN,NaN,NaN,NaN,9.36,9.36,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:41:17 PM,M3   ,1013,0,29.6512,9.36,11.52,29.9925,9.36,11.5,29.8663,9.36,11.51,NaN,9.36,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,NaN,NaN,NaN,9.36,9.36,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:41:18 PM,M3   ,1013,0,29.6562,9.36,11.51,30.0088,9.36,11.48,29.8375,9.36,11.54,NaN,9.36,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,NaN,NaN,NaN,9.36,9.36,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:41:19 PM,M3   ,1013,0,29.6312,9.36,11.54,29.9988,9.36,11.5,29.8238,9.36,11.55,NaN,9.36,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,NaN,NaN,NaN,9.36,9.36,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:41:20 PM,M3   ,1013,0,29.6438,9.36,11.52,29.99,9.36,11.5,29.8488,9.36,11.52,NaN,9.36,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,NaN,NaN,NaN,9.36,9.36,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:41:21 PM,M3   ,1013,0,29.6688,9.36,11.5,29.9912,9.36,11.5,29.8388,9.36,11.54,NaN,9.36,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,NaN,NaN,NaN,9.36,9.36,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:41:22 PM,M3   ,1013,0,29.66,9.36,11.51,30.0025,9.36,11.49,29.8337,9.36,11.54,NaN,9.36,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,NaN,NaN,NaN,9.36,9.36,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:41:23 PM,M3   ,1013,0,29.6588,9.36,11.51,30.0175,9.36,11.48,29.8575,9.36,11.52,NaN,9.36,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,NaN,NaN,NaN,9.36,9.36,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:41:24 PM,M3   ,1013,0,29.6512,9.36,11.52,30.0038,9.36,11.49,29.8425,9.36,11.53,NaN,9.36,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,NaN,NaN,NaN,9.36,9.36,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:41:25 PM,M3   ,1013,0,29.655,9.36,11.51,30.025,9.36,11.47,29.8588,9.36,11.51,NaN,9.36,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,NaN,NaN,NaN,9.36,9.36,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:41:26 PM,M3   ,1013,0,29.6225,9.36,11.55,29.995,9.36,11.5,29.85,9.36,11.52,NaN,9.36,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,NaN,NaN,NaN,9.36,9.36,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:41:27 PM,M3   ,1013,0,29.64,9.36,11.53,30.0263,9.36,11.47,29.85,9.36,11.52,NaN,9.36,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,NaN,NaN,NaN,9.36,9.36,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-26/4:41:28 PM,M3   ,1013,0,29.645,9.36,11.52,30.0025,9.36,11.49,29.85,9.36,11.52,NaN,9.36,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,9.36,NaN,NaN,NaN,NaN,NaN,9.36,9.36,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
